distancePixel,angle,aspRatio,normalized_BBsize,relative_height,horizontal_offset,vertical_offset,log_distPix,distanceReal
172.323,210.138,1.05128,0.000975952,14.625,-0.310475,-0.180254,5.15516,2.14
174.973,210.704,1.08333,0.000856934,13.5,-0.313428,-0.186126,5.17033,2.24
178.246,210.571,1.05,0.000785065,13.125,-0.319728,-0.188871,5.18876,2.37
178.586,210.463,1.05072,0.000763321,12.9375,-0.320694,-0.188625,5.19065,2.44
180.879,209.731,1.04412,0.000736694,12.75,-0.327227,-0.18688,5.20334,2.52
183.88,209.504,1.04615,0.000674438,12.1875,-0.333404,-0.188665,5.21971,2.67
186.551,209.525,1.04839,0.000614929,11.625,-0.33818,-0.191524,5.23405,2.85
187.837,209.779,1.03448,0.000531006,10.875,-0.33965,-0.194356,5.24088,2.95
190.077,210.134,1.07627,0.000571671,11.0625,-0.342476,-0.198798,5.25268,3.10
191.758,209.711,1.05932,0.000562668,11.0625,-0.346976,-0.198002,5.26144,3.23
192.663,209.451,1.06897,0.000548706,10.875,-0.349514,-0.197349,5.26612,3.30
194.217,209.702,1.0625,0.000508423,10.5,-0.351459,-0.200482,5.27411,3.39
194.751,209.778,1.11321,0.000477142,9.9375,-0.352157,-0.201503,5.27684,3.48
195.375,209.798,1.11321,0.000477142,9.9375,-0.353216,-0.20227,5.28003,3.56
197.733,209.565,1.07692,0.000444336,9.75,-0.358307,-0.203258,5.29196,3.74
200.683,209.774,1.05102,0.000385056,9.1875,-0.362897,-0.207614,5.3067,4.04
201.82,209.883,1.03191,0.000347824,8.8125,-0.364555,-0.209487,5.31232,4.17
202.907,210.071,1.06383,0.000358582,8.8125,-0.365826,-0.211816,5.31766,4.34
204.195,210.74,1.06522,0.000343933,8.625,-0.365635,-0.217446,5.32396,4.50
149.939,221.483,0.988048,0.0718308,129.422,-0.234016,-0.206915,5.01688,0.25
74.5656,225.425,1.00952,0.0152847,59.0625,-0.109027,-0.110658,4.325,0.25
57.6614,221.828,1.00213,0.00840874,43.9688,-0.0895136,-0.0801127,4.07178,0.25
151.667,214.533,1.03732,0.0501259,105.516,-0.260296,-0.17912,5.02826,0.35
96.306,217.279,0.993548,0.0145691,58.125,-0.159647,-0.121525,4.57786,0.35
76.1033,216.113,1.01376,0.00735138,40.875,-0.128085,-0.0934448,4.34515,0.35
185.653,213.878,0.905334,0.0373898,97.5469,-0.321112,-0.215602,5.22925,0.45
122.488,218.415,0.993127,0.0128325,54.5625,-0.199943,-0.15856,4.81614,0.45
85.4656,211.182,0.997403,0.00563965,36.0938,-0.15233,-0.0921874,4.45975,0.45
178.139,209.063,1.01662,0.0169955,62.0625,-0.324394,-0.180279,5.18816,0.60
135.135,215.428,1.00437,0.0080368,42.9375,-0.229403,-0.163198,4.91364,0.60
113.049,210.878,1.00568,0.00475342,33,-0.202136,-0.12087,4.73662,0.60
192.357,209.207,1.03392,0.011416,50.4375,-0.349796,-0.195547,5.26454,0.80
159.427,209.207,1.02296,0.0059964,36.75,-0.289913,-0.162073,5.07784,0.80
133.764,211.802,1.01923,0.00378479,29.25,-0.236839,-0.146858,4.90353,0.80
215.721,210.251,0.878,0.00837326,46.875,-0.38822,-0.226413,5.37861,0.95
177.672,209.705,1.00526,0.00553741,35.625,-0.32151,-0.18342,5.18555,0.95
147.611,210.014,0.97973,0.00327454,27.75,-0.266285,-0.153828,5.00133,0.95
190.898,210.678,1.01298,0.00517633,34.3125,-0.342045,-0.202914,5.25697,1.10
159.647,210.622,1.00362,0.00291641,25.875,-0.286216,-0.169416,5.07921,1.10
216.941,211.306,0.974162,0.00476274,33.5625,-0.386158,-0.23484,5.38422,1.30
184.482,211.13,1.00352,0.00308762,26.625,-0.32899,-0.198697,5.22296,1.30
161.021,211.227,1.03602,0.00220116,22.125,-0.286858,-0.173915,5.08773,1.30
209.953,209.51,1.03017,0.00330496,27.1875,-0.380656,-0.215457,5.35164,1.50
184.274,210.643,1.01681,0.00219711,22.3125,-0.330297,-0.195668,5.22183,1.50
167.661,209.555,0.995327,0.00173882,20.0625,-0.303843,-0.172293,5.12789,1.50
220.091,174.196,0.420455,0.00447144,49.5,-0.456172,0.0463646,5.39857,1.20
179.235,179.759,1.00342,0.0032637,27.375,-0.373404,0.00157223,5.19426,1.20
160.956,180.351,0.996324,0.00281189,25.5,-0.335319,-0.00205162,5.08733,1.20
215.235,179.796,0.764368,0.00353119,32.625,-0.448404,0.00160001,5.37637,1.30
174.975,179.523,1.01119,0.00277054,25.125,-0.364518,0.00303487,5.17034,1.30
161.516,179.855,1.0119,0.00245132,23.625,-0.336491,0.000848652,5.09078,1.30
216.888,179.749,0.86387,0.00280979,27.375,-0.451846,0.00197562,5.38398,1.50
181.534,180.315,1.01411,0.0023793,23.25,-0.37819,-0.00207856,5.20694,1.50
162.594,180.104,1.02315,0.00182098,20.25,-0.338737,-0.000612046,5.09739,1.50
215.465,151.127,0.956081,0.00718987,41.625,-0.393086,0.216753,5.37743,1.10
216.019,149.829,1.00694,0.00716858,40.5,-0.389071,0.226183,5.37998,1.10
221.393,148.698,0.974537,0.00693787,40.5,-0.394096,0.239636,5.40444,1.10
223.858,151.445,0.978022,0.00494324,34.125,-0.409639,0.222929,5.41547,1.20
187.829,153.442,0.997627,0.00380016,29.625,-0.350021,0.174954,5.24084,1.20
170.494,151.806,0.989726,0.00321915,27.375,-0.313054,0.167814,5.14455,1.20
232.156,151.3,0.998204,0.00461145,32.625,-0.424241,0.232262,5.45171,1.30
191.976,152.795,1,0.00371338,29.25,-0.355708,0.182845,5.26257,1.30
167.384,152.653,1,0.00265869,24.75,-0.309746,0.16019,5.12625,1.30
244.555,153.752,0.672252,0.00282662,31.125,-0.456956,0.225323,5.50352,1.50
212.83,153.627,1.02332,0.00280376,25.125,-0.397246,0.196965,5.36518,1.50
182.028,152.984,1.00847,0.00214264,22.125,-0.337845,0.172257,5.20964,1.50
167.939,153.148,1.01339,0.0019397,21,-0.312149,0.158035,5.12954,1.50
213.683,96.0461,1.45833,0.00461426,27,-0.0468895,0.442696,5.36916,1.10
178.23,97.9609,0.965116,0.00435669,32.25,-0.0514256,0.367735,5.18867,1.10
156.964,97.8124,0.972222,0.00307617,27,-0.0444505,0.323974,5.06237,1.10
224.285,95.1652,2.52273,0.00298096,16.5,-0.042066,0.465363,5.41737,1.25
189.903,94.7319,0.930233,0.00419922,32.25,-0.032637,0.394283,5.25177,1.25
160.945,96.2008,0.96875,0.00242187,24,-0.0362169,0.333341,5.08726,1.25
215.638,95.22,1.40909,0.00374634,24.75,-0.0408727,0.447383,5.37823,1.37
187.266,95.9727,0.959459,0.00320679,27.75,-0.0405954,0.388019,5.23785,1.37
164.529,96.7765,0.95,0.0020874,22.5,-0.0404453,0.340374,5.10915,1.37
216.914,95.6234,1.26562,0.00316406,24,-0.0442822,0.449729,5.3841,1.50
193.312,95.9981,0.969697,0.00257813,24.75,-0.0420836,0.400528,5.26947,1.50
167.504,96.6311,0.964286,0.0018457,21,-0.0402976,0.346633,5.12696,1.50
40.4029,333.101,0.931034,0.00430115,32.625,0.0750653,-0.0380819,3.72335,0.30
58.2272,332.376,1,0.00483459,33.375,0.107478,-0.0562468,4.08138,0.36
72.6973,324.727,0.994012,0.00423004,31.3125,0.123648,-0.0874594,4.29997,0.48
84.0578,322.822,1.00645,0.00368958,29.0625,0.13953,-0.105823,4.44333,0.57
94.6849,322.216,0.979866,0.0033194,27.9375,0.1559,-0.120858,4.56106,0.67
101.089,321.205,0.992908,0.00301208,26.4375,0.164142,-0.13195,4.62585,0.73
108.384,320.521,0.985507,0.00286377,25.875,0.174286,-0.143563,4.69487,0.80
114.569,320.602,0.963504,0.0027594,25.6875,0.184444,-0.151496,4.74987,0.89
118.746,319.57,0.977778,0.00271912,25.3125,0.18831,-0.160435,4.78537,0.95
124.604,319.718,0.96063,0.0023642,23.8125,0.198036,-0.167837,4.83313,1.01
128.997,319.369,0.967742,0.00227051,23.25,0.203955,-0.175002,4.86751,1.09
135.34,319.374,0.95082,0.00215942,22.875,0.213999,-0.183588,4.91515,1.18
140.327,319.246,0.973913,0.00196533,21.5625,0.221461,-0.190847,4.95108,1.26
143.07,318.009,0.973451,0.00189667,21.1875,0.221536,-0.199406,4.9703,1.33
148.528,317.076,0.971429,0.00163422,19.6875,0.226585,-0.210734,5.00749,1.42
150.442,318.102,0.971429,0.00163422,19.6875,0.233292,-0.209303,5.02021,1.46
158.054,317.461,0.979592,0.00143555,18.375,0.242619,-0.222622,5.06924,1.63
163.675,318.128,1,0.0012915,17.25,0.253915,-0.227599,5.10397,1.80
165.97,318.001,0.989247,0.00130554,17.4375,0.256962,-0.231363,5.11782,1.88
169.608,317.324,0.988235,0.00108948,15.9375,0.259781,-0.23952,5.13937,1.96
174.673,317.145,0.987342,0.000940247,14.8125,0.26677,-0.247504,5.16862,2.13
176.966,316.978,0.974684,0.000928192,14.8125,0.269539,-0.251541,5.18159,2.23
178.114,317.644,0.988095,0.00106384,15.75,0.274211,-0.250003,5.18802,2.33
180.976,317.616,1.05556,0.000834961,13.5,0.278495,-0.254154,5.20387,2.43
182.188,316.353,0.986667,0.000846863,14.0625,0.274651,-0.261976,5.21051,2.47
184.92,316.376,1.01429,0.000758362,13.125,0.278873,-0.265794,5.22531,2.59
187.631,315.935,0.985075,0.000674744,12.5625,0.28088,-0.271858,5.23979,2.71
189.548,316.079,1,0.000684967,12.5625,0.284439,-0.273923,5.2499,2.81
191.873,316.332,1.01515,0.000674744,12.375,0.289149,-0.276009,5.26203,2.97
192.346,316.387,1,0.000625,12,0.29013,-0.27641,5.26448,3.05
195.938,314.149,0.983607,0.000558472,11.4375,0.284326,-0.292898,5.28289,3.19
197.488,314.419,1.00412,0.000565453,11.3906,0.287963,-0.293862,5.29073,3.32
199.637,314.544,0.995781,0.000533409,11.1094,0.291741,-0.296426,5.3015,3.49
201.327,314.455,0.995556,0.000480652,10.5469,0.29375,-0.299388,5.30988,3.61
203.179,314.363,1.06122,0.000388794,9.1875,0.295963,-0.302623,5.319,3.76
204.155,314.503,1,0.000495758,10.6875,0.29813,-0.303345,5.32377,3.87
205.987,314.569,1.03704,0.000461426,10.125,0.301156,-0.30572,5.33265,4.03
208.611,314.626,1.06122,0.000388794,9.1875,0.3053,-0.309312,5.34525,4.29
208.558,315.244,1.01961,0.000404663,9.5625,0.308541,-0.305924,5.345,4.37
209.696,314.997,1.04,0.000396729,9.375,0.308896,-0.308927,5.35042,4.49
211.323,315.889,1.01149,0.000292053,8.15625,0.316103,-0.306439,5.35811,4.75
212.642,315.684,1.11628,0.000314941,8.0625,0.31697,-0.309489,5.3643,4.08
121.218,313.223,0.955152,0.0991974,154.688,0.172948,-0.184022,4.80581,0.20
71.1039,316.853,0.974428,0.0205205,69.6562,0.108078,-0.101304,4.27811,0.20
45.2663,327.907,1.00781,0.0100781,48,0.0798942,-0.0501031,3.83441,0.20
187.704,320.555,0.917152,0.0436133,104.672,0.301983,-0.248448,5.24018,0.40
123.01,315.008,0.965839,0.0152805,60.375,0.181235,-0.181187,4.82036,0.40
86.6355,318.575,0.964286,0.00738281,42,0.135336,-0.11942,4.47319,0.40
208.386,316.764,0.992173,0.0261052,77.8594,0.316287,-0.297384,5.34418,0.60
170.817,319.729,0.99435,0.0145573,58.0781,0.271527,-0.230033,5.14643,0.60
111.702,316.477,0.97,0.00592041,37.5,0.16874,-0.160255,4.72474,0.60
213.288,314.397,0.954604,0.0216467,72.2812,0.310878,-0.317492,5.36732,0.80
171.582,316.055,0.961658,0.00854034,45.2344,0.257375,-0.248067,5.15087,0.80
122.57,315.458,0.963855,0.00405273,31.125,0.182001,-0.179114,4.81681,0.80
197.032,312.531,0.978417,0.00649017,39.0938,0.277481,-0.30249,5.28843,1.00
156.423,315.029,0.961538,0.00357056,29.25,0.230549,-0.230318,5.05894,1.00
201.713,313.937,0.959302,0.00433044,32.25,0.291589,-0.302612,5.31179,1.20
166.588,312.6,0.944544,0.00281479,26.2031,0.234915,-0.255467,5.12151,1.20
202.437,311.789,0.96732,0.0034552,28.6875,0.281048,-0.314453,5.31536,1.45
174.321,313.235,0.945736,0.00240143,24.1875,0.24877,-0.264586,5.16662,1.45
212.427,4.58466,0.533333,0.00593262,50.625,0.441139,0.0353744,5.36329,1.10
172.641,3.16925,0.987654,0.00395508,30.375,0.359119,0.0198845,5.15699,1.10
153.333,4.42351,0.971429,0.00290527,26.25,0.318493,0.0246381,5.03912,1.10
216.6,4.67259,0.653061,0.00382812,36.75,0.44975,0.0367596,5.38266,1.30
177.597,3.56931,1.01449,0.002948,25.875,0.369277,0.0230343,5.18513,1.30
212.089,6.71821,1.07937,0.00261475,23.625,0.438818,0.0516906,5.36171,1.50
188.954,5.36025,1.01538,0.00261841,24.375,0.391933,0.0367742,5.24678,1.50
